"bionet_name","species_code","suggested_name","taxon_rank","dcterms_rightsHolder","dcterms_rights","dcterms_language","dcterms_type","dcterms_modified","dcterms_available","speciesID","taxonRank","kingdomID","kingdom","classID","class","orderID","order","familyID","family","sortOrder","genusID","genus","parentSpeciesID","specificEpithet","infraspecificEpithet","scientificNameAuthorship","scientificNameID","speciesCode_Synonym","scientificName","scientificNameHTML","vernacularName","otherVernacularNames","taxonID","currentVernacularName","isCurrent","generalTypeID","generalType","establishmentMeans","primaryGrowthForm","primaryGrowthFormGroup","secondaryGrowthForms","secondaryGrowthFormGroups","stateConservation","protectedInNSW","sensitivityClass","TSProfileID","countryConservation","highThreatWeed","widelyCultivatedNativeSpecies","CAMBA","JAMBA","ROKAMBA"
"Cotoneaster glaucophyllus","5612","Cotoneaster glaucophyllus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-07-19 07:22:46.09,1995-12-15 02:30:55,20522,"Species",139,"Plantae",38,"Flora",137,"Flora",398,"Malaceae",12653,2576,"Cotoneaster",6334,"glaucophyllus",NA,"Franch.",20522,"14479","Cotoneaster glaucophylla subsp. serotinus","<em>Cotoneaster glaucophylla </em>subsp.<em> serotinus</em>",NA,NA,6334,NA,FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed","High Threat Weed - not manageable",NA,FALSE,FALSE,FALSE
"Vulpia muralis","8516","Vulpia muralis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-05-08 06:48:34,1995-12-15 02:30:55,6335,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",16164,4365,"Vulpia",6335,"muralis",NA,"(Kunth) Nees",6335,"8516","Vulpia muralis","<em>Vulpia muralis</em>","Wall Fescue",NA,6335,"Wall Fescue",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Gamochaeta pensylvanica","10143","Gamochaeta pensylvanica","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2008-12-10 04:06:16,1999-01-07 04:48:06,6336,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7221,2942,"Gamochaeta",12827,"pensylvanica",NA,"(Willd.) Cabrera",6336,"1460","Gnaphalium pensylvanicum","<em>Gnaphalium pensylvanicum</em>",NA,NA,12827,"Cudweed",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Gamochaeta pensylvanica","10143","Gamochaeta pensylvanica","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2008-12-10 04:06:16,1999-01-07 04:48:06,12827,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7221,2942,"Gamochaeta",12827,"pensylvanica",NA,"(Willd.) Cabrera",12827,"10143","Gamochaeta pensylvanica","<em>Gamochaeta pensylvanica</em>","Cudweed",NA,12827,"Cudweed",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bromus coloratus","4805","Bromus coloratus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2007-02-27 08:03:01,1995-12-15 02:30:56,6337,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15424,2298,"Bromus",6337,"coloratus",NA,"Steud.",6337,"4805","Bromus coloratus","<em>Bromus coloratus</em>",NA,NA,6337,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Coix lacryma-jobi","4838","Coix lacryma-jobi","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2010-05-06 03:15:12,1995-12-15 02:33:09,6338,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15477,2526,"Coix",6711,"lacryma-jobi",NA,"L.",6338,"9106","Coix lachryma-jobi","<em>Coix lachryma-jobi</em>","Job's Tears",NA,6711,"Job's Tears",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Coix lacryma-jobi","4838","Coix lacryma-jobi","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2010-05-06 03:15:12,1995-12-15 02:33:09,6711,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15477,2526,"Coix",6711,"lacryma-jobi",NA,"L.",6711,"4838","Coix lacryma-jobi","<em>Coix lacryma-jobi</em>","Job's Tears",NA,6711,"Job's Tears",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Allium ampeloprasum","3511","Allium ampeloprasum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2008-08-04 22:53:38,1995-12-15 02:30:57,6340,"Species",139,"Plantae",38,"Flora",137,"Flora",394,"Alliaceae",5988,2035,"Allium",6340,"ampeloprasum",NA,"L.",6340,"3511","Allium ampeloprasum","<em>Allium ampeloprasum</em>","Wild Leek",NA,6340,"Wild Leek",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Cyperus congestus","2358","Cyperus congestus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2007-02-27 08:03:02,1995-12-15 02:31:08,6373,"Species",139,"Plantae",38,"Flora",137,"Flora",209,"Cyperaceae",9316,2641,"Cyperus",6373,"congestus",NA,"Vahl",6373,"2358","Cyperus congestus","<em>Cyperus congestus</em>",NA,NA,6373,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Leonotis leonurus","6956","Leonotis leonurus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-07-09 23:28:13,1995-12-15 02:30:57,6341,"Species",139,"Plantae",38,"Flora",137,"Flora",161,"Lamiaceae",12107,3267,"Leonotis",6341,"leonurus",NA,"(L.) R.Br.",6341,"6956","Leonotis leonurus","<em>Leonotis leonurus</em>","Lion's Ear",NA,6341,"Lion's Ear",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Gomphrena celosioides","7056","Gomphrena celosioides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2007-02-27 08:02:41,1995-12-15 02:30:58,6342,"Species",139,"Plantae",38,"Flora",137,"Flora",195,"Amaranthaceae",6055,2999,"Gomphrena",6342,"celosioides",NA,"Mart.",6342,"7056","Gomphrena celosioides","<em>Gomphrena celosioides</em>","Gomphrena Weed",NA,6342,"Gomphrena Weed",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Amaranthus viridis","1064","Amaranthus viridis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:30:58,6344,"Species",139,"Plantae",38,"Flora",137,"Flora",195,"Amaranthaceae",6048,2057,"Amaranthus",6344,"viridis",NA,"L.",6344,"1064","Amaranthus viridis","<em>Amaranthus viridis</em>","Green Amaranth",NA,6344,"Green Amaranth",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Suaeda baccifera","6373","Suaeda baccifera","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2007-02-27 08:02:44,1995-12-15 02:30:59,6345,"Species",139,"Plantae",38,"Flora",137,"Flora",174,"Chenopodiaceae",8834,4158,"Suaeda",6345,"baccifera",NA,"Pall.",6345,"6373","Suaeda baccifera","<em>Suaeda baccifera</em>",NA,NA,6345,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Suaeda baccifera","6373","Suaeda baccifera","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2007-02-27 08:02:44,1995-12-15 02:30:59,12263,"Species",139,"Plantae",38,"Flora",137,"Flora",174,"Chenopodiaceae",8834,4158,"Suaeda",6345,"baccifera",NA,"Pall.",12263,"9666","Suaeda sp. A","<em>Suaeda sp. A</em>",NA,NA,6345,NA,FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Catharanthus roseus","1169","Catharanthus roseus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:30:59,6347,"Species",139,"Plantae",38,"Flora",137,"Flora",220,"Apocynaceae",6342,2408,"Catharanthus",6347,"roseus",NA,"(L.) G.Don",6347,"1169","Catharanthus roseus","<em>Catharanthus roseus</em>","Madagascar Periwinkle",NA,6347,"Madagascar Periwinkle",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Hordeum murinum","13882","Hordeum murinum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2010-03-16 07:00:20,2010-03-16 07:00:20,6348,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15765,3114,"Hordeum",19721,"murinum",NA,"L.",6348,"7668","Critesion murinum","<em>Critesion murinum</em>",NA,NA,19721,"Barley-grass",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Hordeum murinum","13882","Hordeum murinum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2010-03-16 07:00:20,2010-03-16 07:00:20,19721,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15765,3114,"Hordeum",19721,"murinum",NA,"L.",19721,"13882","Hordeum murinum","<em>Hordeum murinum</em>","Barley-grass",NA,19721,"Barley-grass",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Cynara cardunculus","1428","Cynara cardunculus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:31:00,6349,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7142,2637,"Cynara",6349,"cardunculus",NA,"L.",6349,"1428","Cynara cardunculus","<em>Cynara cardunculus</em>","Cardoon",NA,6349,"Cardoon",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Cynara cardunculus","1428","Cynara cardunculus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:31:00,18121,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7142,2637,"Cynara",6349,"cardunculus",NA,"L.",18121,"12740","Cynara cardunculus subsp. cardunculus","<em>Cynara cardunculus </em>subsp.<em> cardunculus</em>",NA,NA,6349,"Cardoon",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Cynara cardunculus","1428","Cynara cardunculus","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:31:00,18122,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7142,2637,"Cynara",6349,"cardunculus",NA,"L.",18122,"12741","Cynara cardunculus subsp. flavescens","<em>Cynara cardunculus </em>subsp.<em> flavescens</em>",NA,NA,6349,"Cardoon",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Schinus areira","1086","Schinus molle var. areira","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:34:16,6350,"Species",139,"Plantae",38,"Flora",137,"Flora",328,"Anacardiaceae",6128,4029,"Schinus",6896,"areira",NA,"L.",6350,"6432","Schinus molle","<em>Schinus molle</em>",NA,NA,6896,"Pepper Tree",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Schinus areira","1086","Schinus molle var. areira","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:34:16,6788,"Species",139,"Plantae",38,"Flora",137,"Flora",328,"Anacardiaceae",6128,4029,"Schinus",6896,"areira",NA,"L.",6788,"7078","Schinus molle var. areira","<em>Schinus molle </em>var.<em> areira</em>",NA,NA,6896,"Pepper Tree",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Schinus areira","1086","Schinus molle var. areira","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:34:16,6896,"Species",139,"Plantae",38,"Flora",137,"Flora",328,"Anacardiaceae",6128,4029,"Schinus",6896,"areira",NA,"L.",6896,"1086","Schinus areira","<em>Schinus areira</em>","Pepper Tree",NA,6896,"Pepper Tree",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Senna occidentalis","7090","Senna occidentalis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-05-01 05:03:53,1995-12-15 02:31:00,6351,"Species",139,"Plantae",38,"Flora",137,"Flora",326,"Fabaceae (Caesalpinioideae)",10262,4069,"Senna",6351,"occidentalis",NA,"(L.) Link",6351,"7090","Senna occidentalis","<em>Senna occidentalis</em>","Coffee Senna",NA,6351,"Coffee Senna",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Senna occidentalis","7090","Senna occidentalis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-05-01 05:03:53,1995-12-15 02:31:00,9895,"Species",139,"Plantae",38,"Flora",137,"Flora",326,"Fabaceae (Caesalpinioideae)",10262,4069,"Senna",6351,"occidentalis",NA,"(L.) Link",9895,"1893","Cassia occidentalis","<em>Cassia occidentalis</em>",NA,NA,6351,"Coffee Senna",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Lagarosiphon major","9306","Lagarosiphon major","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-07-19 07:23:05.23,1995-12-15 02:31:01,6352,"Species",139,"Plantae",38,"Flora",137,"Flora",263,"Hydrocharitaceae",11754,3227,"Lagarosiphon",6352,"major",NA,"(Ridl.) Moss",6352,"9306","Lagarosiphon major","<em>Lagarosiphon major</em>","Lagarosiphon",NA,6352,"Lagarosiphon",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed","High Threat Weed - not manageable",NA,FALSE,FALSE,FALSE
"Phyla nodiflora","6252","Phyla nodiflora","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-07-19 07:23:23.06,1995-12-15 02:31:01,6354,"Species",139,"Plantae",38,"Flora",137,"Flora",208,"Verbenaceae",18681,3734,"Phyla",6354,"nodiflora",NA,"(L.) Greene",6354,"6252","Phyla nodiflora","<em>Phyla nodiflora</em>","Carpet Weed",NA,6354,"Carpet Weed",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed","High Threat Weed - not manageable",NA,FALSE,FALSE,FALSE
"Phyla nodiflora","6252","Phyla nodiflora","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-07-19 07:23:23.06,1995-12-15 02:31:01,13883,"Species",139,"Plantae",38,"Flora",137,"Flora",208,"Verbenaceae",18681,3734,"Phyla",6354,"nodiflora",NA,"(L.) Greene",13883,"11135","Phyla nodiflora var. nodiflora","<em>Phyla nodiflora </em>var.<em> nodiflora</em>","Lippia",NA,6354,"Carpet Weed",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed","High Threat Weed - not manageable",NA,FALSE,FALSE,FALSE
"Rubus rosifolius","5645","Rubus rosifolius","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:38:18.16,1995-12-15 02:31:02,6355,"Species",139,"Plantae",38,"Flora",137,"Flora",269,"Rosaceae",17297,3985,"Rubus",6355,"rosifolius",NA,"Sm.",6355,"5645","Rubus rosifolius","<em>Rubus rosifolius</em>","Rose-leaf Bramble",NA,6355,"Rose-leaf Bramble",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Sedum praealtum","6840","Sedum praealtum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-03-03 01:16:09,1995-12-15 02:34:29,6356,"Species",139,"Plantae",38,"Flora",137,"Flora",300,"Crassulaceae",9092,4062,"Sedum",6930,"praealtum",NA,"A.DC.",6356,"2248","Sedum dendroideum","<em>Sedum dendroideum</em>",NA,NA,6930,NA,FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Sedum praealtum","6840","Sedum praealtum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-03-03 01:16:09,1995-12-15 02:34:29,6930,"Species",139,"Plantae",38,"Flora",137,"Flora",300,"Crassulaceae",9092,4062,"Sedum",6930,"praealtum",NA,"A.DC.",6930,"6840","Sedum praealtum","<em>Sedum praealtum</em>",NA,NA,6930,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Schenkia spicata","13834","Schenkia australis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:26:06.27,2010-02-23 04:30:35,6357,"Species",139,"Plantae",38,"Flora",137,"Flora",301,"Gentianaceae",11424,4028,"Schenkia",19638,"spicata",NA,"(L.) Mansion",6357,"3132","Centaurium spicatum","<em>Centaurium spicatum</em>","Spike Centaury",NA,19638,"Spike Centaury",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Schenkia spicata","13834","Schenkia australis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:26:06.27,2010-02-23 04:30:35,19638,"Species",139,"Plantae",38,"Flora",137,"Flora",301,"Gentianaceae",11424,4028,"Schenkia",19638,"spicata",NA,"(L.) Mansion",19638,"13834","Schenkia spicata","<em>Schenkia spicata</em>","Spike Centaury",NA,19638,"Spike Centaury",TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Datura wrightii","6034","Datura wrightii","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:31:03,6358,"Species",139,"Plantae",38,"Flora",137,"Flora",173,"Solanaceae",18177,2658,"Datura",6358,"wrightii",NA,"Regel",6358,"6034","Datura wrightii","<em>Datura wrightii</em>","Hairy Thornapple",NA,6358,"Hairy Thornapple",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Persicaria capitata","5278","Persicaria capitata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2007-03-14 07:22:36,1995-12-15 02:31:03,6359,"Species",139,"Plantae",38,"Flora",137,"Flora",194,"Polygonaceae",16241,3694,"Persicaria",6359,"capitata",NA,"(Buch.-Ham. ex D.Don) H.Gross",6359,"5278","Persicaria capitata","<em>Persicaria capitata</em>",NA,NA,6359,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Ranunculus repens","5521","Ranunculus repens","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2022-07-19 07:23:32.363,1995-12-15 02:31:03,6360,"Species",139,"Plantae",38,"Flora",137,"Flora",272,"Ranunculaceae",17004,3913,"Ranunculus",6360,"repens",NA,"L.",6360,"5521","Ranunculus repens","<em>Ranunculus repens</em>","Creeping Buttercup",NA,6360,"Creeping Buttercup",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed","High Threat Weed - not manageable",NA,FALSE,FALSE,FALSE
"Lilaea scilloides","3362","Triglochin scilloides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2007-02-27 08:01:57,1995-12-15 02:31:04,6361,"Species",139,"Plantae",38,"Flora",137,"Flora",211,"Juncaginaceae",12057,3312,"Lilaea",6361,"scilloides",NA,"(Poir.) Hauman",6361,"3362","Lilaea scilloides","<em>Lilaea scilloides</em>","Lilaea",NA,6361,"Lilaea",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Solanum linnaeanum","9211","Solanum linnaeanum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:41,1995-12-15 02:31:45,6362,"Species",139,"Plantae",38,"Flora",137,"Flora",173,"Solanaceae",18266,4092,"Solanum",6480,"linnaeanum",NA,"Hepper & P.Jaeger",6362,"6083","Solanum hermannii","<em>Solanum hermannii</em>",NA,NA,6480,"Apple of Sodom",FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Solanum linnaeanum","9211","Solanum linnaeanum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:41,1995-12-15 02:31:45,6480,"Species",139,"Plantae",38,"Flora",137,"Flora",173,"Solanaceae",18266,4092,"Solanum",6480,"linnaeanum",NA,"Hepper & P.Jaeger",6480,"9211","Solanum linnaeanum","<em>Solanum linnaeanum</em>","Apple of Sodom",NA,6480,"Apple of Sodom",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Anthoxanthum odoratum","4750","Anthoxanthum odoratum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:31:04,6363,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15279,2105,"Anthoxanthum",6363,"odoratum",NA,"L.",6363,"4750","Anthoxanthum odoratum","<em>Anthoxanthum odoratum</em>","Sweet Vernal Grass",NA,6363,"Sweet Vernal Grass",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Papaver hybridum","4638","Papaver hybridum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:31:05,6364,"Species",139,"Plantae",38,"Flora",137,"Flora",353,"Papaveraceae",14813,3637,"Papaver",6364,"hybridum",NA,"L.",6364,"4638","Papaver hybridum","<em>Papaver hybridum</em>","Rough Poppy",NA,6364,"Rough Poppy",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Spergularia levis","1999","Spergularia levis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:42,1995-12-15 02:31:05,6365,"Species",139,"Plantae",38,"Flora",137,"Flora",217,"Caryophyllaceae",8485,4108,"Spergularia",6365,"levis",NA,"Cambess.",6365,"1999","Spergularia levis","<em>Spergularia levis</em>",NA,NA,6365,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bromus inermis","4808","Bromus inermis","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2007-02-27 08:02:38,1995-12-15 02:31:05,6366,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15428,2298,"Bromus",6366,"inermis",NA,"Leyss.",6366,"4808","Bromus inermis","<em>Bromus inermis</em>","Awnless Brome",NA,6366,"Awnless Brome",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
