row_number,trait_code,species,species_code,main_source,original_sources,raw_value,original_notes,norm_value,best,upper,lower
98015,surv5,Senecio tenuiflorus,8589,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",<2}","{""Cell color index 12""}",NA,NA,2,NA
98016,surv5,Senecio vagus subsp. eglandulosus,11237,NSWFFRDv2.1,NA,"{""Life span"",2-4?}",{uncertain},NA,NA,4,2
98017,surv5,Senecio vulgaris,1681,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98018,surv5,Senna acclinis,8772,NSWFFRDv2.1,NA,"{""Life span"",5-20}",NA,NA,NA,20,5
98019,surv5,Senna pleurocarpa var. pleurocarpa,9432,NSWFFRDv2.1,NA,"{""Life span"",4}","{""Cell color index 8""}",NA,4,NA,NA
98020,surv5,Sicyos australis,2261,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""1-5 (1)""}",NA,NA,NA,5,1
98021,surv5,Sigesbeckia orientalis subsp. orientalis,8789,NSWFFRDv2.1,"{""Chesterfield Taylor Molnar 1990""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
98022,surv5,Silene gallica var. gallica,7020,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98023,surv5,Sisymbrium irio,1853,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98024,surv5,Sisymbrium orientale,1855,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98025,surv5,Smilax australis,7592,NSWFFRDv2.1,"{""Hunter Vegetation Washpool National Park Western A""}","{""Life span"",5-30}","{""Cell color index 12""}",NA,NA,30,5
98026,surv5,Solanum campanulatum,6069,NSWFFRDv2.1,NA,"{""Life span"",short}",NA,NA,NA,NA,NA
98027,surv5,Solanum cleistogamum,6073,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98028,surv5,Solanum nigrum,6091,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98029,surv5,Solanum opacum,6095,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98030,surv5,Solanum prinophyllum,6100,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98031,surv5,Solanum pungetium,6102,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98032,surv5,Solanum stelligerum,6109,NSWFFRDv2.1,"{""Hunter Vegetation Washpool National Park Western A""}","{""Life span"",5-30}","{""Cell color index 12""}",NA,NA,30,5
98033,surv5,Solanum vescum,6115,NSWFFRDv2.1,"{""McMahon 1987""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA
98034,surv5,Solenogyne dominii,7454,NSWFFRDv2.1,"{""Morgan 1999""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
98035,surv5,Solenogyne gunnii,7398,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
98036,surv5,Sonchus asper subsp. glaucescens,6513,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98037,surv5,Sowerbaea juncea,3567,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98038,surv5,Spartothamnella juncea,6254,NSWFFRDv2.1,NA,"{""Life span"",>10}",NA,NA,NA,NA,10
98039,surv5,Spergula arvensis,1996,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98040,surv5,Spergularia marina,2000,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98041,surv5,Spergularia rubra,2001,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98042,surv5,Spermacoce brachystema,7519,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98043,surv5,Sphaerolobium vimineum,3033,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98044,surv5,Sphaerolobium vimineum,3033,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98045,surv5,Sporadanthus gracilis,10603,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98046,surv5,Sporobolus caroli,5177,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98047,surv5,Sprengelia incarnata,2654,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98048,surv5,Sprengelia incarnata,2654,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98049,surv5,Stachys arvensis,3450,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98050,surv5,Stackhousia nuda,6122,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",20-40}","{""Cell color index 12""}",NA,NA,40,20
98051,surv5,Triptilodiscus pygmaeus,8925,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98052,surv5,Stackhousia pulvinaris,6123,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
98053,surv5,Stellaria filiformis,2003,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98054,surv5,Stellaria flaccida,2004,NSWFFRDv2.1,"{""Chesterfield Taylor Molnar 1990""}","{""Life span"",""<5 (CT)""}",NA,NA,NA,5,NA
98055,surv5,Stellaria flaccida,2004,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""indefinite (1)""}",NA,NA,NA,NA,NA
98056,surv5,Stellaria media,2006,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98057,surv5,Stellaria multiflora,2007,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98058,surv5,Stellaria pungens,2008,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
98059,surv5,Stenopetalum lineare,1857,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98060,surv5,Stenopetalum sphaerocarpum,1859,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98061,surv5,Stenopetalum velutinum,1860,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98062,surv5,Sticherus lobatus,7035,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98063,surv5,Streblus brunonianus,3931,NSWFFRDv2.1,NA,"{""Life span"",>75}",NA,NA,NA,NA,75
98064,surv5,Stuartina hamata,1693,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98065,surv5,Stylidium graminifolium,6157,NSWFFRDv2.1,"{""Wahren Papst Williams 1999"",""EcoGIS 2002""}","{""Life span"",""10? (58), present at 20-22 yo sites (105)""}",{uncertain},NA,10,NA,NA
98066,surv5,Stylidium graminifolium,6157,NSWFFRDv2.1,"{""Wahren Papst Williams 1999"",""EcoGIS 2002""}","{""Life span"",""10? (58), present at 20-22 yo sites (105)""}",{uncertain},NA,10,NA,NA
98067,surv5,Stylidium lineare,6159,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
98068,surv5,Styphelia longifolia,2659,NSWFFRDv2.1,NA,"{""Life span"",>20}",NA,NA,NA,NA,20
98069,surv5,Styphelia tubiflora,2661,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98070,surv5,Swainsona recta,3056,NSWFFRDv2.1,"{""Porteners 1999""}","{""Life span"",>20}","{""Cell color index 12""}",NA,NA,NA,20
98071,surv5,Symphionema montanum,5484,NSWFFRDv2.1,NA,"{""Life span"",5-25}",NA,NA,NA,25,5
98072,surv5,Symphionema paludosum,5485,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98073,surv5,Syncarpia glomulifera subsp. glomulifera,10748,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100-500}","{""Cell color index 12""}",NA,NA,500,NA
98074,surv5,Synoum glandulosum subsp. glandulosum,11178,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
98075,surv5,Syzygium paniculatum,4293,NSWFFRDv2.1,NA,"{""Life span"",75-200}",NA,NA,NA,200,75
98076,surv5,Tagetes minuta,1695,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98077,surv5,Telopea speciosissima,5488,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
98078,surv5,Tetragonia tetragonioides,11185,NSWFFRDv2.1,NA,"{""Life span"",<5}",NA,NA,NA,5,NA
98079,surv5,Tetraria capillaris,2516,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98080,surv5,Tetrarrhena turfosa,7993,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98081,surv5,Tetratheca ericifolia,6204,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
98082,surv5,Tetratheca glandulosa,6205,NSWFFRDv2.1,"{""Maryott-Brown Wilks 1993""}","{""Life span"",6-10?}","{""Cell color index 12"",uncertain}",NA,NA,10,6
98083,surv5,Tetratheca thymifolia,6214,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
98084,surv5,Thelionema caespitosum,7664,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98085,surv5,Thelionema umbellatum,6461,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",""indefinite (9)""}",NA,NA,NA,NA,NA
98086,surv5,Thelionema umbellatum,6461,NSWFFRDv2.1,"{""Clemens Franklin 1980""}","{""Life span"",""absent or rare in 10 yo heath (46)""}",NA,NA,NA,NA,NA
98087,surv5,Thelymitra pulchella,7393,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
98088,surv5,Themeda triandra,7770,NSWFFRDv2.1,"{""Morgan Lunt 1999""}","{""Life span"",""c. 15""}","{""Cell color index 12""}",NA,NA,NA,NA
98089,surv5,Thesium australe,5871,NSWFFRDv2.1,"{""RP Thesium australe""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA
98090,surv5,Thismia rodwayi,1864,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98091,surv5,Thysanotus juncifolius,3572,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
98092,surv5,Tmesipteris obliqua,9628,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98093,surv5,Tmesipteris ovata,8168,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98094,surv5,Tmesipteris parva,8169,NSWFFRDv2.1,NA,"{""Life span"",limited}",NA,NA,NA,NA,NA
98095,surv5,Todea barbara,8151,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98096,surv5,Toona ciliata,8839,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",100-200}","{""Cell color index 12""}",NA,NA,200,100
98097,surv5,Trachymene composita,7794,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98098,surv5,Trachymene cyanopetala,1151,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98099,surv5,Trachymene humilis subsp. humilis,6999,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
98100,surv5,Tragus australianus,5224,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98101,surv5,Trianthema triquetra,7680,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98102,surv5,Tricoryne simplex,3577,NSWFFRDv2.1,NA,"{""Life span"",25-60}",NA,NA,NA,60,25
98103,surv5,Tricostularia pauciflora,2518,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98104,surv5,Trifolium arvense,3073,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98105,surv5,Trifolium campestre,3074,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98106,surv5,Trifolium tomentosum,3091,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98107,surv5,Trigonella suavissima,3092,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98108,surv5,Triplarina nowraensis,9618,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""common and fruiting at 15 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
98109,surv5,Triraphis mollis,5231,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98110,surv5,Trisetum spicatum,5233,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
98111,surv5,Tristania neriifolia,4295,NSWFFRDv2.1,NA,"{""Life span"",25-75}",NA,NA,NA,75,25
98112,surv5,Tristaniopsis laurina,4297,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
98113,surv5,Triumfetta rhomboidea,6200,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98114,surv5,Trochocarpa laurina,2663,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>10}","{""Cell color index 12""}",NA,NA,NA,10
98115,surv5,Urochloa subquadripara,7774,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98116,surv5,Urtica incisa,6237,NSWFFRDv2.1,"{""Chesterfield Taylor Molnar 1990""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
98117,surv5,Urtica urens,6238,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98118,surv5,Utricularia dichotoma,3507,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98119,surv5,Utricularia dichotoma,3507,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98120,surv5,Utricularia lateriflora,3508,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98121,surv5,Utricularia lateriflora,3508,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98122,surv5,Velleia connata,3212,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98123,surv5,Velleia lyrata,3214,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
98124,surv5,Velleia montana,3215,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
98125,surv5,Velleia paradoxa,3216,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98126,surv5,Velleia perfoliata,3218,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Maryott-Brown Wilks 1993"",""RP Velleia perfoliata""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
98127,surv5,Velleia perfoliata,3218,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Maryott-Brown Wilks 1993"",""RP Velleia perfoliata""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
98128,surv5,Velleia perfoliata,3218,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Maryott-Brown Wilks 1993"",""RP Velleia perfoliata""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
98129,surv5,Velleia spathulata,3219,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
98130,surv5,Vernonia cinerea var. cinerea,9254,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",1-5}","{""Cell color index 12""}",NA,NA,5,1
98131,surv5,Veronica derwentiana subsp. derwentiana,13395,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
98132,surv5,Villarsia exaltata,3692,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98133,surv5,Villarsia exaltata,3692,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98134,surv5,Viminaria juncea,3105,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98135,surv5,Viminaria juncea,3105,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98136,surv5,Viola betonicifolia,6270,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
98137,surv5,Viola hederacea,6272,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",""15? (58)""}",{uncertain},NA,15,NA,NA
98138,surv5,Viola hederacea,6272,NSWFFRDv2.1,"{""Clarke 1989""}","{""Life span"",""<5 (96)""}",NA,NA,NA,5,NA
98139,surv5,Viola sieberiana,11190,NSWFFRDv2.1,NA,"{""Life span"",25-60}",NA,NA,NA,60,25
98140,surv5,Vittadinia cuneata,1711,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98141,surv5,Vittadinia hispidula,1715,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98142,surv5,Vittadinia pterochaeta,1717,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98143,surv5,Vulpia bromoides,5239,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98144,surv5,Vulpia myuros,5242,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98145,surv5,Wahlenbergia ceracea,1928,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
98146,surv5,Wahlenbergia gloriosa,1932,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
98147,surv5,Wahlenbergia gracilenta,1933,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98148,surv5,Wahlenbergia multicaulis,1937,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",15?}","{""Cell color index 12"",uncertain}",NA,15,NA,NA
98149,surv5,Waitzia acuminata,1721,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98150,surv5,Waitzia citrina,1722,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98151,surv5,Westringia davidii,7832,NSWFFRDv2.1,"{""RP Threatened Flora of Rocky Outcrops in South Eas""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
98152,surv5,Wilkiea huegeliana,3918,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
98153,surv5,Woollsia pungens,2664,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""10-20 (1)""}",NA,NA,NA,20,10
98154,surv5,Woollsia pungens,2664,NSWFFRDv2.1,"{""Clemens Franklin 1980""}","{""Life span"",""absent or rare in 10 yo heath (46)""}",NA,NA,NA,NA,NA
98155,surv5,Woollsia pungens,2664,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""present in 13 yo site (1)""}",NA,NA,NA,NA,NA
98156,surv5,Xanthium strumarium,7452,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98157,surv5,Xanthorrhoea australis,6316,NSWFFRDv2.1,"{""Specht Rayson Jackman 1958""}","{""Life span"","">50 (33)""}",NA,NA,NA,NA,50
98158,surv5,Xanthorrhoea australis,6316,NSWFFRDv2.1,"{""Department Natural Resources Environment ""}","{""Life span"",""300 (38)""}",NA,NA,300,NA,NA
98159,surv5,Xanthorrhoea johnsonii,6317,NSWFFRDv2.1,"{""Watts Greg. pers. comm.""}","{""Life span"",250}","{""Cell color index 12""}",NA,250,NA,NA
98160,surv5,Xanthorrhoea resinosa,6321,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",80-250}","{""Cell color index 12""}",NA,NA,250,80
98161,surv5,Xanthosia dissecta,1161,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98162,surv5,Xanthosia dissecta,1161,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98163,surv5,Xanthosia pilosa,1162,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
98164,surv5,Xanthosia tridentata,1163,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",""<20 (1)""}",NA,NA,NA,20,NA
98165,surv5,Xanthosia tridentata,1163,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",""5-25 (9)""}",NA,NA,NA,25,5
98166,surv5,Xerochrysum subundulatum,11379,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98167,surv5,Xerochrysum viscosum,11380,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
98168,surv5,Acacia alaticaulis,9982,NSWFFRDv2.1,"{""Maryott-Brown Wilks 1993""}",{15-25},"{""Data entry by"",""Renee Woodward"",""No vocabularies for MoE""}",NA,NA,25,15
98169,surv5,Xyris gracilis,6322,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
98170,surv5,Xyris juncea,6323,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98171,surv5,Xyris operculata,6324,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98172,surv5,Xyris ustulata,6325,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
98173,surv5,Zieria buxijugum,9489,NSWFFRDv2.1,"{""RP Zieria formosa, Zieria buxijugum, Zieria parris""}","{""Life span"",20-30?}","{""Cell color index 12"",uncertain}",NA,NA,30,20
98174,surv5,Zieria buxijugum,9489,NSWFFRDv2.1,"{""RP Zieria formosa, Zieria buxijugum, Zieria parris""}","{""Life span"",20-30?}","{""Cell color index 12"",uncertain}",NA,NA,30,20
98175,surv5,Zieria buxijugum,9489,NSWFFRDv2.1,"{""RP Zieria formosa, Zieria buxijugum, Zieria parris""}","{""Life span"",20-30?}","{""Cell color index 12"",uncertain}",NA,NA,30,20
98176,surv5,Zieria formosa,9492,NSWFFRDv2.1,"{""RP Zieria formosa, Zieria buxijugum, Zieria parris""}","{""Life span"",20-30?}","{""Cell color index 12"",uncertain}",NA,NA,30,20
98177,surv5,Zieria formosa,9492,NSWFFRDv2.1,"{""RP Zieria formosa, Zieria buxijugum, Zieria parris""}","{""Life span"",20-30?}","{""Cell color index 12"",uncertain}",NA,NA,30,20
98178,surv5,Zieria formosa,9492,NSWFFRDv2.1,"{""RP Zieria formosa, Zieria buxijugum, Zieria parris""}","{""Life span"",20-30?}","{""Cell color index 12"",uncertain}",NA,NA,30,20
98179,surv5,Zieria involucrata,5840,NSWFFRDv2.1,"{""Maryott-Brown Wilks 1993"",""RP Zieria involucrata""}","{""Life span"",10-20}","{""Cell color index 12""}",NA,NA,20,10
