"dcterms_rightsHolder","dcterms_rights","dcterms_language","dcterms_type","dcterms_modified","dcterms_available","speciesID","taxonRank","kingdomID","kingdom","classID","class","orderID","order","familyID","family","sortOrder","genusID","genus","parentSpeciesID","specificEpithet","infraspecificEpithet","scientificNameAuthorship","scientificNameID","speciesCode_Synonym","scientificName","scientificNameHTML","vernacularName","otherVernacularNames","taxonID","currentScientificNameCode","currentScientificName","currentVernacularName","isCurrent","generalTypeID","generalType","establishmentMeans","primaryGrowthForm","primaryGrowthFormGroup","secondaryGrowthForms","secondaryGrowthFormGroups","stateConservation","protectedInNSW","sensitivityClass","TSProfileID","countryConservation","highThreatWeed","widelyCultivatedNativeSpecies","CAMBA","JAMBA","ROKAMBA"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-07-15T11:45:01+10:00","2010-07-15T11:45:01+10:00",20154,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13574,2862,"Eucalyptus",20001,"sp. aff. macrorhyncha",NA,"Unknown",20154,"14184","Eucalyptus sp. aff. macrorhyncha","<em>Eucalyptus sp. aff. macrorhyncha</em>",NA,NA,20001,"14083","Eucalyptus sp. aff. macrorhyncha",NA,"false",NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:38.927+11:00","2010-08-24T10:46:04+10:00",20155,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13213,2862,"Eucalyptus",20155,"agglomerata x eugenioides",NA,NA,20155,"14185","Eucalyptus agglomerata x eugenioides","<em>Eucalyptus agglomerata x eugenioides</em>",NA,NA,20155,"14185","Eucalyptus agglomerata x eugenioides",NA,"true",NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-24T11:37:29+10:00","2010-08-24T11:37:29+10:00",20156,"Species",139,"Plantae",38,"Flora",137,"Flora",801,"Cystoseiraceae",9576,2648,"Cystoseira",20156,"trinodis",NA,"(Forssk.) C.Agardh 1820",20156,"14186","Cystoseira trinodis","<em>Cystoseira trinodis</em>",NA,NA,20156,"14186","Cystoseira trinodis",NA,"true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-24T11:43:36+10:00","2010-08-24T11:43:36+10:00",20157,"Species",139,"Plantae",38,"Flora",137,"Flora",783,"Codiaceae",8909,2523,"Codium",20157,"harveyi",NA,"Silva PC,Womersley HBS (1956)",20157,"14187","Codium harveyi","<em>Codium harveyi</em>",NA,NA,20157,"14187","Codium harveyi",NA,"true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-24T11:52:36+10:00","2010-08-24T11:52:36+10:00",20158,"Species",139,"Plantae",38,"Flora",137,"Flora",802,"Hypneaceae",11839,3151,"Hypnea",20158,"spinella",NA,"Kuetzing FT (1847)",20158,"14188","Hypnea spinella","<em>Hypnea spinella</em>",NA,NA,20158,"14188","Hypnea spinella",NA,"true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:39.147+11:00","2010-08-24T11:57:09+10:00",20159,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13150,2345,"Callistemon",20159,"sp. aff. flavovirens",NA,NA,20159,"14189","Callistemon sp. aff. flavovirens","<em>Callistemon sp. aff. flavovirens</em>",NA,NA,20159,"14189","Callistemon sp. aff. flavovirens",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-24T12:02:26+10:00","2010-08-24T12:02:26+10:00",20160,"Species",139,"Plantae",38,"Flora",137,"Flora",793,"Ulvaceae",18597,NA,"Enteromorpha",20160,"spp.",NA,NA,20160,"ENTR","Enteromorpha spp.","<em>Enteromorpha spp.</em>",NA,NA,20160,"ENTR","Enteromorpha spp.",NA,"true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-24T12:21:12+10:00","2010-08-24T12:21:12+10:00",20161,"Species",139,"Plantae",38,"Flora",137,"Flora",803,"Cladophoraceae",8873,2447,"Chaetomorpha",20161,"billardierii",NA,"Kutz. 1847",20161,"14190","Chaetomorpha billardierii","<em>Chaetomorpha billardierii</em>",NA,NA,20161,"14190","Chaetomorpha billardierii",NA,"true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-24T12:34:45+10:00","2010-08-24T12:34:45+10:00",20163,"Species",139,"Plantae",38,"Flora",137,"Flora",803,"Cladophoraceae",8876,3938,"Rhizoclonium",20163,"riparium",NA,"(Roth) Harv. 1849",20163,"14191","Rhizoclonium riparium","<em>Rhizoclonium riparium</em>",NA,NA,20163,"14191","Rhizoclonium riparium",NA,"true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-24T12:42:38+10:00","2010-08-24T12:42:38+10:00",20164,"Species",139,"Plantae",38,"Flora",137,"Flora",239,"Casuarinaceae",8521,2036,"Allocasuarina",20164,"gracilis",NA,"J.T.Hunter",20164,"14192","Allocasuarina gracilis","<em>Allocasuarina gracilis</em>",NA,NA,20164,"14192","Allocasuarina gracilis",NA,"true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2018-10-22T17:24:00.387+11:00","2010-08-24T13:10:26+10:00",20165,"Species",139,"Plantae",38,"Flora",137,"Flora",414,"Sphagnaceae",18315,4113,"Sphagnum",20165,"australe",NA,"Mitt.1859",20165,"14193","Sphagnum australe","<em>Sphagnum australe</em>",NA,NA,20165,"14193","Sphagnum australe",NA,"true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2019-06-24T13:29:57.62+10:00","2009-06-19T13:32:51+10:00",20166,"Species",139,"Plantae",38,"Flora",137,"Flora",258,"Geraniaceae",11483,3674,"Pelargonium",19255,"sp. Striatellum",NA,"(G.W.Carr 10345) G.W.Carr",20166,"14194","Pelargonium sp. (G.W. Carr 10345)","<em>Pelargonium sp. (G.W. Carr 10345)</em>",NA,NA,19255,"13749","Pelargonium sp. Striatellum","Omeo Storksbill","false",174,"Herbs and Forbs","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Endangered","false","Not Sensitive",20147,"Endangered",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-31T10:37:12+10:00","2010-08-31T10:36:24+10:00",20167,"Species",139,"Plantae",38,"Flora",137,"Flora",297,"Lycopodiaceae",12609,2722,"Diphasium",20169,"scariosum",NA,"(G.Forst.) Rothm.",20167,"14195","Lycopodium scariosum","<em>Lycopodium scariosum</em>","Spreading Clubmoss",NA,20169,"14197","Diphasium scariosum","Spreading Clubmoss","false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-31T10:37:12+10:00","2010-08-31T10:36:24+10:00",20168,"Species",139,"Plantae",38,"Flora",137,"Flora",297,"Lycopodiaceae",12609,2722,"Diphasium",20169,"scariosum",NA,"(G.Forst.) Rothm.",20168,"14196","Lycopodium decurrens","<em>Lycopodium decurrens</em>","Spreading Clubmoss",NA,20169,"14197","Diphasium scariosum","Spreading Clubmoss","false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-08-31T10:37:12+10:00","2010-08-31T10:36:24+10:00",20169,"Species",139,"Plantae",38,"Flora",137,"Flora",297,"Lycopodiaceae",12609,2722,"Diphasium",20169,"scariosum",NA,"(G.Forst.) Rothm.",20169,"14197","Diphasium scariosum","<em>Diphasium scariosum</em>","Spreading Clubmoss",NA,20169,"14197","Diphasium scariosum","Spreading Clubmoss","true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:39.803+11:00","2010-09-06T12:38:17+10:00",20170,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13251,2862,"Eucalyptus",20170,"blakelyi <--> tereticornis",NA,NA,20170,"14198","Eucalyptus blakelyi <--> tereticornis","<em>Eucalyptus blakelyi <--> tereticornis</em>",NA,NA,20170,"14198","Eucalyptus blakelyi <--> tereticornis",NA,"true",NA,NA,"Alive in NSW, Native","Tree","Tree (TG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:40.02+11:00","2010-09-06T15:31:37+10:00",20171,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14611,3880,"Pterostylis",20171,"sp. aff. longifolia 'Carabost'",NA,NA,20171,"14199","Pterostylis sp. aff. longifolia 'Carabost'","<em>Pterostylis sp. aff. longifolia 'Carabost'</em>",NA,NA,20171,"14199","Pterostylis sp. aff. longifolia 'Carabost'",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:40.24+11:00","2010-09-07T13:06:25+10:00",20172,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16855,4197,"Telopea",20172,"mongaensis <--> speciosissima",NA,NA,20172,"14200","Telopea mongaensis <--> speciosissima","<em>Telopea mongaensis <--> speciosissima</em>",NA,NA,20172,"14200","Telopea mongaensis <--> speciosissima",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:40.473+11:00","2010-09-07T13:07:23+10:00",20173,"Species",139,"Plantae",38,"Flora",137,"Flora",183,"Rutaceae",17694,3722,"Philotheca",20173,"buxifolia <--> scabra",NA,NA,20173,"14201","Philotheca buxifolia <--> scabra","<em>Philotheca buxifolia <--> scabra</em>",NA,NA,20173,"14201","Philotheca buxifolia <--> scabra",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:37:54.27+11:00","1995-12-15T13:58:04+11:00",20174,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16799,3695,"Persoonia",10736,"mollis",NA,"R.Br.",20174,"14202","Persoonia mollis <--> ledifolia","<em>Persoonia mollis <--> ledifolia</em>",NA,NA,10736,"5465","Persoonia mollis","Soft Geebung","false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:40.693+11:00","2010-09-07T13:10:01+10:00",20175,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16659,3008,"Grevillea",20175,"sp. aff. diffusa",NA,NA,20175,"14203","Grevillea sp. aff. diffusa","<em>Grevillea sp. aff. diffusa</em>",NA,NA,20175,"14203","Grevillea sp. aff. diffusa",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:40.91+11:00","2010-09-07T13:10:57+10:00",20176,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16560,3008,"Grevillea",20176,"diffusa x sericea",NA,NA,20176,"14204","Grevillea diffusa x sericea","<em>Grevillea diffusa x sericea</em>",NA,NA,20176,"14204","Grevillea diffusa x sericea",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:41.13+11:00","2010-09-07T13:12:32+10:00",20177,"Species",139,"Plantae",38,"Flora",137,"Flora",209,"Cyperaceae",9493,3274,"Lepidosperma",20177,"sp. aff. concavum",NA,NA,20177,"14205","Lepidosperma sp. aff. concavum","<em>Lepidosperma sp. aff. concavum</em>",NA,NA,20177,"14205","Lepidosperma sp. aff. concavum",NA,"true",NA,NA,"Alive in NSW, Native","Sedge","Grass & grasslike (GG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:41.35+11:00","2010-09-07T13:14:59+10:00",20178,"Species",139,"Plantae",38,"Flora",137,"Flora",431,"Fabaceae (Mimosoideae)",11008,1950,"Acacia",20178,"buxifolia <--> leucolobia",NA,NA,20178,"14206","Acacia buxifolia <--> leucolobia","<em>Acacia buxifolia <--> leucolobia</em>",NA,NA,20178,"14206","Acacia buxifolia <--> leucolobia",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:37:54.27+11:00","1995-12-15T13:58:04+11:00",20179,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16799,3695,"Persoonia",10736,"mollis",NA,"R.Br.",20179,"14207","Persoonia mollis ledifolia <--> livens","<em>Persoonia mollis ledifolia <--> livens</em>",NA,NA,10736,"5465","Persoonia mollis","Soft Geebung","false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:41.567+11:00","2010-09-08T13:30:53+10:00",20180,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7078,2564,"Coronidium",20180,"boormanii",NA,"(Maiden & Betche) Paul G. Wilson",20180,"14208","Coronidium boormanii","<em>Coronidium boormanii</em>",NA,NA,20180,"14208","Coronidium boormanii",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)","Shrub","Shrub (SG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:41.787+11:00","2010-09-08T13:33:20+10:00",20181,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7081,2564,"Coronidium",19244,"elatum","minus","Paul G. Wilson",20181,"14209","Coronidium elatum subsp. minus","<em>Coronidium elatum </em>subsp.<em> minus</em>",NA,NA,20181,"14209","Coronidium elatum subsp. minus",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Forb","Forb (FG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:42.007+11:00","2010-09-08T13:35:14+10:00",20182,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7084,2564,"Coronidium",20182,"kaputaricum",NA,"Paul G. Wilson",20182,"14210","Coronidium kaputaricum","<em>Coronidium kaputaricum</em>",NA,NA,20182,"14210","Coronidium kaputaricum",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Forb","Forb (FG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:42.223+11:00","2010-09-08T13:37:23+10:00",20183,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7085,2564,"Coronidium",20183,"lindsayanum",NA,"(Domin) Paul G. Wilson",20183,"14211","Coronidium lindsayanum","<em>Coronidium lindsayanum</em>",NA,NA,20183,"14211","Coronidium lindsayanum",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Forb","Forb (FG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2018-10-26T23:43:25.33+11:00","2010-09-08T13:39:55+10:00",20184,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14313,2746,"Diuris",20184,"eborensis",NA,"D.L. Jones",20184,"14212","Diuris eborensis","<em>Diuris eborensis</em>",NA,NA,20184,"14212","Diuris eborensis",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Endangered","true","Category 2",20293,"Endangered",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:42.677+11:00","2010-09-08T13:42:24+10:00",20185,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14568,3880,"Pterostylis",20185,"major",NA,"(D.L.Jones) G.N.Backh.",20185,"14213","Pterostylis major","<em>Pterostylis major</em>",NA,NA,20185,"14213","Pterostylis major",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-09-08T13:45:40+10:00","2010-09-08T13:45:40+10:00",20186,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14585,3880,"Pterostylis",20186,"pedina",NA,"(D.L.Jones) Janes & Duretto",20186,"14214","Pterostylis pedina","<em>Pterostylis pedina</em>",NA,NA,20186,"14214","Pterostylis pedina",NA,"true",179,"Orchids","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2022-11-04T17:29:04.16+11:00","2010-09-08T13:47:12+10:00",20187,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14596,3880,"Pterostylis",20187,"riparia",NA,"D.L. Jones",20187,"14215","Pterostylis riparia","<em>Pterostylis riparia</em>",NA,NA,20187,"14215","Pterostylis riparia",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Vulnerable","true","Category 2",10699,"Vulnerable",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2010-09-08T13:49:35+10:00","2010-09-08T13:49:35+10:00",20188,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",183,"Rutaceae",17741,4413,"Zieria",3225,"arborescens","glabrifolia","J.A.Armstr.",20188,"14216","Zieria arborescens subsp. glabrifolia","<em>Zieria arborescens </em>subsp.<em> glabrifolia</em>",NA,NA,20188,"14216","Zieria arborescens subsp. glabrifolia",NA,"true",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:42.897+11:00","2010-09-10T11:55:25+10:00",20189,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14617,3880,"Pterostylis",20189,"sp. aff. parviflora (lin.spls)",NA,NA,20189,"14217","Pterostylis sp. aff. parviflora (lin.spls)","<em>Pterostylis sp. aff. parviflora (lin.spls)</em>",NA,NA,20189,"14217","Pterostylis sp. aff. parviflora (lin.spls)",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:43.147+11:00","2010-09-10T11:57:22+10:00",20190,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14613,3880,"Pterostylis",20190,"sp. aff. parviflora (Brindab.)",NA,NA,20190,"14218","Pterostylis sp. aff. parviflora (Brindab.)","<em>Pterostylis sp. aff. parviflora (Brindab.)</em>",NA,NA,20190,"14218","Pterostylis sp. aff. parviflora (Brindab.)",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:47.833+11:00","2010-11-05T15:29:42+11:00",20191,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14636,3880,"Pterostylis",20265,"vernalis",NA,"(D.L. Jones) G.N. Backh.",20191,"14219","Pterostylis sp. aff. parviflora (spring)","<em>Pterostylis sp. aff. parviflora (spring)</em>",NA,NA,20265,"14260","Pterostylis vernalis",NA,"false",179,"Orchids","Alive in NSW, Native",NA,NA,NA,NA,"Critically Endangered","true","Category 2",20163,"Critically Endangered",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:43.583+11:00","2010-09-10T11:59:39+10:00",20192,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14614,3880,"Pterostylis",20192,"sp. aff. parviflora (dw.crded)",NA,NA,20192,"14220","Pterostylis sp. aff. parviflora (dw.crded)","<em>Pterostylis sp. aff. parviflora (dw.crded)</em>",NA,NA,20192,"14220","Pterostylis sp. aff. parviflora (dw.crded)",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:43.803+11:00","2010-09-10T12:01:12+10:00",20193,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14616,3880,"Pterostylis",20193,"sp. aff. parviflora (lg redbr)",NA,NA,20193,"14221","Pterostylis sp. aff. parviflora (lg redbr)","<em>Pterostylis sp. aff. parviflora (lg redbr)</em>",NA,NA,20193,"14221","Pterostylis sp. aff. parviflora (lg redbr)",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:44.02+11:00","2010-09-10T12:02:26+10:00",20194,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14618,3880,"Pterostylis",20194,"sp. aff. parviflora (sstn hth)",NA,NA,20194,"14222","Pterostylis sp. aff. parviflora (sstn hth)","<em>Pterostylis sp. aff. parviflora (sstn hth)</em>",NA,NA,20194,"14222","Pterostylis sp. aff. parviflora (sstn hth)",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:44.223+11:00","2010-09-10T12:03:26+10:00",20195,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14615,3880,"Pterostylis",20195,"sp. aff. parviflora (Ebor)",NA,NA,20195,"14223","Pterostylis sp. aff. parviflora (Ebor)","<em>Pterostylis sp. aff. parviflora (Ebor)</em>",NA,NA,20195,"14223","Pterostylis sp. aff. parviflora (Ebor)",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:44.52+11:00","2010-09-10T15:32:46+10:00",20196,"Species",139,"Plantae",38,"Flora",137,"Flora",216,"Annonaceae",6144,4334,"Uvaria",20196,"leichhardtii",NA,"(F.Muell.) L.L.Zhou, Y.C.F.Zu & R.M.K.Saunders",20196,"14224","Uvaria leichhardtii","<em>Uvaria leichhardtii</em>",NA,NA,20196,"14224","Uvaria leichhardtii",NA,"true",NA,NA,"Alive in NSW, Native","Vine","Other (OG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:24:49.02+11:00","2008-04-17T13:48:56+10:00",20197,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10731,3889,"Pultenaea",18420,"cuneata",NA,"Benth.",20197,"14225","Pultenaea microphylla var. cuneata","<em>Pultenaea microphylla </em>var.<em> cuneata</em>",NA,NA,18420,"13039","Pultenaea cuneata",NA,"false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:49:01.533+11:00","2010-09-13T12:07:42+10:00",20198,"Species",139,"Plantae",38,"Flora",137,"Flora",421,"Fabaceae (Faboideae)",10336,2341,"Callerya",20198,"spp.",NA,"Endl.",20198,"CALZ","Callerya spp.","<em>Callerya spp.</em>",NA,NA,20198,"CALZ","Callerya spp.",NA,"true",NA,NA,"Alive in NSW, Native","Vine","Other (OG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
