trait_code,species,species_code,main_source,original_sources,raw_value,original_notes,norm_value,best,upper,lower,sources,why
surv1,Philotheca salsolifolia subsp. salsolifolia,10596,NSWFFRDv2.1,"{""Benson 1985""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is Rs""}","{""Variable (39)""}",None,NA,NA,NA,Benson 1985,surv1 logic
surv1,Phragmites australis,5113,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Phyllanthus hirtellus,8216,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Mortality 27-49% (57), No resprouting at 4 months post-fire site, resprouting at 1 y post-fire site (105)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Phyllanthus hirtellus,8216,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Mortality 27-49% (57), No resprouting at 4 months post-fire site, resprouting at 1 y post-fire site (105)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Phyllota phylicoides,2958,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 4"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is S/R""}","{""Variable (39)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Phyllota phylicoides,2958,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IV"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is S/R""}","{""Variable (39)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Pimelea linifolia,6182,NSWFFRDv2.1,"{""Benson 1985""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is S/R""}","{""Variable fire response (6), Mortlaity 100% (57); Post-fire abundance decrease (57)""}",None,NA,NA,NA,Benson 1985,surv1 logic
surv1,Pimelea linifolia,6182,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S/R""}","{""Variable fire response (6), Mortlaity 100% (57); Post-fire abundance decrease (57)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Pimelea linifolia,6182,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is S/R""}","{""Variable fire response (6), Mortlaity 100% (57); Post-fire abundance decrease (57)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Pimelea linifolia,6182,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is S/R""}","{""Variable fire response (6), Mortlaity 100% (57); Post-fire abundance decrease (57)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Platysace ericoides,1143,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 4"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6, 39), Mortality 65-82% (57); Post-fire abundance equal after spring burn, increase after autumn burn (57)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Platysace ericoides,1143,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6, 39), Mortality 65-82% (57); Post-fire abundance equal after spring burn, increase after autumn burn (57)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Platysace linearifolia,1145,NSWFFRDv2.1,"{""Benson 1985""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is Rs""}","{""May be killed by high intensity fire (1), Variable (39)""}",None,NA,NA,NA,Benson 1985,surv1 logic
surv1,Platysace linearifolia,1145,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""May be killed by high intensity fire (1), Variable (39)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Plinthanthesis paradoxa,5117,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Pomax umbellata,5703,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}","{""Post-fire abundance increase (M)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Poranthera ericifolia,2754,NSWFFRDv2.1,"{""Benson 1985""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is S""}",NA,None,NA,NA,NA,Benson 1985,surv1 logic
surv1,Prasophyllum australe,4491,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Prasophyllum brevilabre,4494,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Post-fire abundance decrease (P)""}",All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Prostanthera teretifolia,3436,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}","{""5% plants resprouted after fire; resprouts after drought (69)""}",None,NA,NA,NA,Clarke Fulloon 1999,surv1 logic
surv1,Pseudanthus orientalis,2756,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Pseudanthus orientalis,2756,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Pseudanthus orientalis,2756,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Pseudanthus ovalifolius,9467,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Clarke Fulloon 1999,surv1 logic
surv1,Pteridium esculentum,6403,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Juveniles die (67); Post-fire abundance increase (CT, M)""}",All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Pterostylis parviflora,4566,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Post-fire abundance decrease (P)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Pterostylis parviflora,4566,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Post-fire abundance decrease (P)""}",All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Ptilothrix deusta,8956,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Pultenaea divaricata,2987,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Pultenaea foliolosa,2994,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Seedlings killed (69)""}",All,NA,NA,NA,Clarke Fulloon 1999,surv1 logic
surv1,Pultenaea tuberculata,11386,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable (1, 39)""}",All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Rhynchospora rubra,2484,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Ricinocarpos pinifolius,2759,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Ricinocarpos pinifolius,2759,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Schizaea bifida,8181,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Schoenus brevifolius,2492,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 4"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Schoenus brevifolius,2492,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Schoenus brevifolius,2492,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IV"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Schoenus ericetorum,2495,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Schoenus ericetorum,2495,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Schoenus ericetorum,2495,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Schoenus lepidosperma subsp. pachylepis,9057,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Schoenus maschalinus,2499,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Schoenus paludosus,2504,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Schoenus turbinatus,2507,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S/R""}",NA,None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Selaginella uliginosa,8187,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Senecio hispidulus,1664,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is S""}",NA,None,NA,NA,NA,Keith 1991,surv1 logic
surv1,Senecio vulgaris,1681,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is S""}",NA,None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Sowerbaea juncea,3567,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Sowerbaea juncea,3567,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Sowerbaea juncea,3567,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Sporadanthus gracilis,10603,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Sporadanthus interruptus,10604,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 4"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Sporadanthus interruptus,10604,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IV"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Sprengelia sprengelioides,2655,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Stackhousia nuda,6122,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable fire response (6)""}",All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Stackhousia nuda,6122,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable fire response (6)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Stackhousia nuda,6122,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable fire response (6)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Stackhousia nuda,6122,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Rs""}","{""Variable fire response (6)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Stylidium debile,6154,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Stylidium graminifolium,6157,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Mortality 0% after low intensity burn (99); Post-fire abundance decrease (P)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Stylidium graminifolium,6157,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Mortality 0% after low intensity burn (99); Post-fire abundance decrease (P)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Stylidium lineare,6159,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Styphelia triflora,2660,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,None,NA,NA,NA,Clarke Fulloon 1999,surv1 logic
surv1,Styphelia viridis,2662,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is S""}",NA,None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Tetraria capillaris,2516,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Tetratheca ericifolia,6204,NSWFFRDv2.1,"{""Benson 1985""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is Rs""}",NA,None,NA,NA,NA,Benson 1985,surv1 logic
surv1,Tetratheca thymifolia,6214,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6); some resprouting, mostly killed (105)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Tetratheca thymifolia,6214,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6); some resprouting, mostly killed (105)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Thelionema caespitosum,7664,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Thelionema grande,8301,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""VA Group IV"",""Survives 100% scorch; resprouts from root suckers or rhizomes"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Clarke Fulloon 1999,surv1 logic
surv1,Thelionema umbellatum,6461,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Thelymitra ixioides var. ixioides,8968,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Themeda australis,5219,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Themeda australis,5219,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Themeda triandra,7770,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""100% survival in semi arid conditions (133)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Thysanotus tuberosus subsp. tuberosus,6427,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Juveniles die (67); Post-fire abundance decrease (P)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Tricoryne elatior,7355,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Tricoryne simplex,3577,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Tricostularia pauciflora,2518,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Utricularia dichotoma,3507,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is R""}","{""Variable (39)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Utricularia dichotoma,3507,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Variable (39)""}",All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Utricularia lateriflora,3508,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is R""}","{""Variable (39)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Utricularia lateriflora,3508,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}","{""Variable (39)""}",All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Villarsia exaltata,3692,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Rs""}","{""Variable (39)""}",All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Woollsia pungens,2664,NSWFFRDv2.1,"{""Benson 1985""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is Sr""}","{""Variable (39)""}",None,NA,NA,NA,Benson 1985,surv1 logic
surv1,Woollsia pungens,2664,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable (39)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Xanthorrhoea fulva,8771,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Xanthorrhoea johnsonii,6317,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Xanthorrhoea resinosa,6321,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Xanthosia dissecta,1161,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Xanthosia pilosa,1162,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 2"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Both resprouting and killed forms seen in Garigal NP; (1), Variable (39)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Xanthosia tridentata,1163,NSWFFRDv2.1,"{""Benson 1985""}","{""VA Group 8"",""Killed by 100% scorch; seed storage unknown"",""Overall value of fireresponse column is Sr""}",NA,None,NA,NA,NA,Benson 1985,surv1 logic
surv1,Xyris juncea,6323,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Xyris juncea,6323,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Xyris operculata,6324,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Xyris operculata,6324,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Xyris ustulata,6325,NSWFFRDv2.1,"{""Keith 1991""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is R""}",NA,All,NA,NA,NA,Keith 1991,surv1 logic
surv1,Zieria laevigata,5841,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group 9"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Zieria laevigata,5841,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group IX"",""Survives 100% scorch; resprout location unknown"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}",All,NA,NA,NA,Benwell 1998,surv1 logic
surv1,Zieria laevigata,5841,NSWFFRDv2.1,"{""Benwell 1998""}","{""VA Group II"",""Killed by 100% scorch; seed storage in soil"",""Overall value of fireresponse column is Sr""}","{""Variable fire response (6)""}",None,NA,NA,NA,Benwell 1998,surv1 logic
germ1,Callistemon pungens,9126,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{""Seed storage"",""serotinous canopy""}","{""Cell color index 12""}",Canopy,NA,NA,NA,Clarke Fulloon 1999,retire - not reflected in source
rect2,Leucopogon melaleucoides,2628,NSWFFRDv2.1,"{""Benwell 1998""}","{Establishment,""T (observed 6 yrs after fire)"",->,T}","{""Cell color index 12"",""original record split into multiple entries, prob. different sources""}",Tolerant,NA,NA,NA,Benwell 1998,retire - not reflected in source
rect2,Prostanthera teretifolia,3436,NSWFFRDv2.1,"{""Clarke Fulloon 1999""}","{Establishment,T}","{""Cell color index 12""}",Tolerant,NA,NA,NA,Clarke Fulloon 1999,retire - not reflected in source
repr2,Thelymitra ixioides var. ixioides,8968,NSWFFRDv2.1,"{""Benwell 1998"",""Keith David pers. comm.""}","{""Post-fire flowering"",facultative}","{""Cell color index 12""}",Facultative,NA,NA,NA,Benwell 1998,identified as a faculative resprouter --> does this justify  this translation? two sources listed so could just be… pers comms.
repr2,Xanthorrhoea fulva,8771,NSWFFRDv2.1,"{""Benwell 1998"",""Keith David pers. comm.""}","{""Post-fire flowering"",exclusive}","{""Cell color index 12""}",Exclusive,NA,NA,NA,Benwell 1998,"states seedlings within two years, no mention of flowering.  two sources listed so could just be… pers comms."
repr2,Xanthorrhoea johnsonii,6317,NSWFFRDv2.1,"{""Benwell 1998"",""Keith David pers. comm.""}","{""Post-fire flowering"",exclusive}","{""Cell color index 12""}",Exclusive,NA,NA,NA,Benwell 1998,"states seedlings within two years, no mention of flowering.  two sources listed so could just be… pers comms."
